Referencia;Sheet;Tipo;Valor
AUM & AUA (R$ bilhões) - Hedge funds globais;InputSite_BusinessAreas ;2Q19;5,1785
AUM & AUA (R$ bilhões) - Total;InputSite_BusinessAreas ;2Q19;226,4205
AUM & AUA (R$ bilhões) - Indivíduos de alto patrimônio;InputSite_BusinessAreas ;2Q19;63,7015
AUM & AUA (R$ bilhões) - Institucionais;InputSite_BusinessAreas ;2Q19;11,5953
AUM & AUA (R$ bilhões) - Intermediários financeiros (distribuição para terceiros);InputSite_BusinessAreas ;2Q19;13,4937
AUM & AUA (R$ bilhões) - Empresas;InputSite_BusinessAreas ;2Q19;5,5464
AUM & AUA (R$ bilhões) - Administração fiduciária;InputSite_BusinessAreas ;2Q19;65,6343
AUM & AUA (R$ bilhões) - Outros;InputSite_BusinessAreas ;2Q19;66,4447
AUM & AUA (R$ bilhões) - Total;InputSite_BusinessAreas ;2Q19;226,4159
AUM & AUA (R$ bilhões) - Net New Money (NNM);InputSite_BusinessAreas ;2Q19;7,1683
Wealth Management & Consumer Banking - Receitas (BTGP Only);InputSite_BusinessAreas ;2Q19;154,7636
Wealth Management & Consumer Banking - Receitas (BSI);InputSite_BusinessAreas ;2Q19;0,0000
Wealth Management & Consumer Banking - Receitas;InputSite_BusinessAreas ;2Q19;154,7577
Wealth Under Management (WuM) (R$ bilhões) - Fundos;InputSite_BusinessAreas ;2Q19;97,0412
Wealth Under Management (WuM) (R$ bilhões) - Ações;InputSite_BusinessAreas ;2Q19;26,0146
Wealth Under Management (WuM) (R$ bilhões) - Renda Fixa;InputSite_BusinessAreas ;2Q19;16,7764
Wealth Under Management (WuM) (R$ bilhões) - Money Market;InputSite_BusinessAreas ;2Q19;1,2707
Wealth Under Management (WuM) (R$ bilhões) - Derivativos;InputSite_BusinessAreas ;2Q19;0,8421
Wealth Under Management (WuM) (R$ bilhões) - Outros;InputSite_BusinessAreas ;2Q19;0,0000
Wealth Under Management (WuM) (R$ bilhões) - Total;InputSite_BusinessAreas ;2Q19;141,9450
Wealth Under Management (WuM) (R$ bilhões) - BTG Pactual;InputSite_BusinessAreas ;2Q19;141,9450
Wealth Under Management (WuM) (R$ bilhões) - BSI;InputSite_BusinessAreas ;2Q19;0,0000
Wealth Under Management (WuM) (R$ bilhões) - Total;InputSite_BusinessAreas ;2Q19;141,9450
Wealth Under Management (WuM) (R$ bilhões) - NNM BTG Pactual Stand-Alone;InputSite_BusinessAreas ;2Q19;3,8407
Wealth Under Management (WuM) (R$ bilhões) - NNM BSI Only;InputSite_BusinessAreas ;2Q19;0,0000
Principal Investments - Receitas;InputSite_BusinessAreas ;2Q19;343,7410
Participations* - Receitas;InputSite_BusinessAreas ;2Q19;65,4278
Interest & Others - Receitas;InputSite_BusinessAreas ;2Q19;126,0289
Investment Banking - Receitas;InputSite_BusinessAreas ;3Q19;281,2953
Número de transações - Financial advisory (M&A);InputSite_BusinessAreas ;3Q19;16,0000
Número de transações - Equity underwriting (ECM);InputSite_BusinessAreas ;3Q19;15,0000
Número de transações - Debt underwriting (DCM);InputSite_BusinessAreas ;3Q19;21,0000
Valor (US$ mm) - Financial advisory (M&A);InputSite_BusinessAreas ;3Q19;1576,3600
Valor (US$ mm) - Equity underwriting (ECM);InputSite_BusinessAreas ;3Q19;1402,9200
Valor (US$ mm) - Debt underwriting (DCM);InputSite_BusinessAreas ;3Q19;1480,8000
Corporate & SME Lending - Receitas;InputSite_BusinessAreas ;3Q19;206,6942
Por Área - Corporate Lending;InputSite_BusinessAreas ;3Q19;39272,3507
Por Setor - Utilities;InputSite_BusinessAreas ;3Q19;0,2269
Por Setor - WM, Payroll and Consumer;InputSite_BusinessAreas ;3Q19;0,0000
Por Setor - Financials;InputSite_BusinessAreas ;3Q19;0,0924
Por Setor - Agribusiness;InputSite_BusinessAreas ;3Q19;0,0508
Por Setor - Retail;InputSite_BusinessAreas ;3Q19;0,0387
Por Setor - Real Estate;InputSite_BusinessAreas ;3Q19;0,0572
Por Setor - Oil & Gas;InputSite_BusinessAreas ;3Q19;0,0824
Por Setor - Food & Beverage;InputSite_BusinessAreas ;3Q19;0,0596
Por Setor - Metals & Mining;InputSite_BusinessAreas ;3Q19;0,0345
Por Setor - Water & Sewage;InputSite_BusinessAreas ;3Q19;0,0000
Por Setor - Infrastructure;InputSite_BusinessAreas ;3Q19;0,0762
Por Setor - Telecom;InputSite_BusinessAreas ;3Q19;0,0128
Por Setor - Government;InputSite_BusinessAreas ;3Q19;0,0089
Por Setor - Auto-Parts;InputSite_BusinessAreas ;3Q19;0,0161
Por Setor - Forest Products & Paper;InputSite_BusinessAreas ;3Q19;0,0000
Por Setor - Healthcare;InputSite_BusinessAreas ;3Q19;0,0000
Por Setor - Petrochemicals;InputSite_BusinessAreas ;3Q19;0,0025
Por Setor - Wealth Management;InputSite_BusinessAreas ;3Q19;0,1191
Por Setor - Outros;InputSite_BusinessAreas ;3Q19;0,1217
Por Setor - Total;InputSite_BusinessAreas ;3Q19;1,0000
Por Produto - Empréstimos;InputSite_BusinessAreas ;3Q19;27418,4024
Por Produto - Fundos;InputSite_BusinessAreas ;3Q19;1563,6176
Por Produto - Fianças;InputSite_BusinessAreas ;3Q19;15793,4777
Por Produto - Instrumentos financeiros;InputSite_BusinessAreas ;3Q19;4623,6877
Por Produto - Total;InputSite_BusinessAreas ;3Q19;49399,1854
Por Área - Corporate & SME Lending;InputSite_BusinessAreas ;3Q19;39272,3507
Por Área - Corporate Lending;InputSite_BusinessAreas ;3Q19;38089,3833
Por Área - SME Lending;InputSite_BusinessAreas ;3Q19;1182,9674
Por Área - Wealth Management;InputSite_BusinessAreas ;3Q19;2504,3494
Por Área - Liquidity Management;InputSite_BusinessAreas ;3Q19;5173,7828
Por Área - Merchant Banking;InputSite_BusinessAreas ;3Q19;88,1375
Por Área - Celfin;InputSite_BusinessAreas ;3Q19;0,0000
Por Área - Commodities;InputSite_BusinessAreas ;3Q19;0,0000
Por Área - Outros;InputSite_BusinessAreas ;3Q19;2360,5688
Por Área - Wealth Management e Outros;InputSite_BusinessAreas ;3Q19;10126,8385
Por Área - Total;InputSite_BusinessAreas ;3Q19;49399,1892
Por classificação de risco - AA;InputSite_BusinessAreas ;3Q19;25227,6770
Por classificação de risco - A;InputSite_BusinessAreas ;3Q19;10348,4282
Por classificação de risco - B;InputSite_BusinessAreas ;3Q19;8578,1721
Por classificação de risco - C;InputSite_BusinessAreas ;3Q19;1335,2998
Por classificação de risco - D;InputSite_BusinessAreas ;3Q19;1620,7434
Por classificação de risco - E;InputSite_BusinessAreas ;3Q19;773,8493
Por classificação de risco - F;InputSite_BusinessAreas ;3Q19;980,9865
Por classificação de risco - G;InputSite_BusinessAreas ;3Q19;338,6623
Por classificação de risco - H;InputSite_BusinessAreas ;3Q19;195,3668
Por classificação de risco - Total;InputSite_BusinessAreas ;3Q19;49399,1854
Portfolio BSI por Produto - Due from customers;InputSite_BusinessAreas ;3Q19;0,0000
Portfolio BSI por Produto - Mortgage;InputSite_BusinessAreas ;3Q19;0,0000
Portfolio BSI por Produto - Fiança;InputSite_BusinessAreas ;3Q19;0,0000
Portfolio BSI por Produto - Total;InputSite_BusinessAreas ;3Q19;0,0000
Portfolio BSI por Produto - Provisão;InputSite_BusinessAreas ;3Q19;-1502,8212
Sales & Trading - Receitas;InputSite_BusinessAreas ;3Q19;801,1999
Asset Management - Receitas;InputSite_BusinessAreas ;3Q19;189,4824
AUM & AUA (R$ bilhões) - Renda fixa e ações;InputSite_BusinessAreas ;3Q19;84,2898
AUM & AUA (R$ bilhões) - Administração fiduciária;InputSite_BusinessAreas ;3Q19;118,6458
AUM & AUA (R$ bilhões) - Merchant banking e imobiliários;InputSite_BusinessAreas ;3Q19;45,2022
AUM & AUA (R$ bilhões) - Hedge funds globais;InputSite_BusinessAreas ;3Q19;5,7467
AUM & AUA (R$ bilhões) - Total;InputSite_BusinessAreas ;3Q19;253,8845
AUM & AUA (R$ bilhões) - Indivíduos de alto patrimônio;InputSite_BusinessAreas ;3Q19;73,8174
AUM & AUA (R$ bilhões) - Institucionais;InputSite_BusinessAreas ;3Q19;11,4388
AUM & AUA (R$ bilhões) - Intermediários financeiros (distribuição para terceiros);InputSite_BusinessAreas ;3Q19;14,6786
AUM & AUA (R$ bilhões) - Empresas;InputSite_BusinessAreas ;3Q19;7,7490
AUM & AUA (R$ bilhões) - Administração fiduciária;InputSite_BusinessAreas ;3Q19;72,7783
AUM & AUA (R$ bilhões) - Outros;InputSite_BusinessAreas ;3Q19;73,4225
AUM & AUA (R$ bilhões) - Total;InputSite_BusinessAreas ;3Q19;253,8845
AUM & AUA (R$ bilhões) - Net New Money (NNM);InputSite_BusinessAreas ;3Q19;18,7028
Wealth Management & Consumer Banking - Receitas (BTGP Only);InputSite_BusinessAreas ;3Q19;160,5895
Wealth Management & Consumer Banking - Receitas (BSI);InputSite_BusinessAreas ;3Q19;0,0000
Wealth Management & Consumer Banking - Receitas;InputSite_BusinessAreas ;3Q19;160,5995
Wealth Under Management (WuM) (R$ bilhões) - Fundos;InputSite_BusinessAreas ;3Q19;109,6919
Wealth Under Management (WuM) (R$ bilhões) - Ações;InputSite_BusinessAreas ;3Q19;27,7822
Wealth Under Management (WuM) (R$ bilhões) - Renda Fixa;InputSite_BusinessAreas ;3Q19;19,0578
Wealth Under Management (WuM) (R$ bilhões) - Money Market;InputSite_BusinessAreas ;3Q19;1,5886
Wealth Under Management (WuM) (R$ bilhões) - Derivativos;InputSite_BusinessAreas ;3Q19;0,2073
Wealth Under Management (WuM) (R$ bilhões) - Outros;InputSite_BusinessAreas ;3Q19;0,0000
Wealth Under Management (WuM) (R$ bilhões) - Total;InputSite_BusinessAreas ;3Q19;158,3278
Wealth Under Management (WuM) (R$ bilhões) - BTG Pactual;InputSite_BusinessAreas ;3Q19;158,3278
Wealth Under Management (WuM) (R$ bilhões) - BSI;InputSite_BusinessAreas ;3Q19;0,0000
Wealth Under Management (WuM) (R$ bilhões) - Total;InputSite_BusinessAreas ;3Q19;158,3278
Wealth Under Management (WuM) (R$ bilhões) - NNM BTG Pactual Stand-Alone;InputSite_BusinessAreas ;3Q19;8,5539
Wealth Under Management (WuM) (R$ bilhões) - NNM BSI Only;InputSite_BusinessAreas ;3Q19;0,0000
Principal Investments - Receitas;InputSite_BusinessAreas ;3Q19;192,7739
Participations* - Receitas;InputSite_BusinessAreas ;3Q19;205,4741
Interest & Others - Receitas;InputSite_BusinessAreas ;3Q19;146,2707
Investment Banking - Receitas;InputSite_BusinessAreas ;4Q19;306,1086
Número de transações - Financial advisory (M&A);InputSite_BusinessAreas ;4Q19;9,0000
Número de transações - Equity underwriting (ECM);InputSite_BusinessAreas ;4Q19;12,0000
Número de transações - Debt underwriting (DCM);InputSite_BusinessAreas ;4Q19;14,0000
Valor (US$ mm) - Financial advisory (M&A);InputSite_BusinessAreas ;4Q19;622,9600
Valor (US$ mm) - Equity underwriting (ECM);InputSite_BusinessAreas ;4Q19;673,4700
Valor (US$ mm) - Debt underwriting (DCM);InputSite_BusinessAreas ;4Q19;680,3000
Corporate & SME Lending - Receitas;InputSite_BusinessAreas ;4Q19;229,2221
Por Área - Corporate Lending;InputSite_BusinessAreas ;4Q19;43793,9834
Por Setor - Utilities;InputSite_BusinessAreas ;4Q19;0,2070
Por Setor - WM, Payroll and Consumer;InputSite_BusinessAreas ;4Q19;0,0000
Por Setor - Financials;InputSite_BusinessAreas ;4Q19;0,0877
Por Setor - Agribusiness;InputSite_BusinessAreas ;4Q19;0,0566
Por Setor - Retail;InputSite_BusinessAreas ;4Q19;0,0381
Por Setor - Real Estate;InputSite_BusinessAreas ;4Q19;0,0578
Por Setor - Oil & Gas;InputSite_BusinessAreas ;4Q19;0,0771
Por Setor - Food & Beverage;InputSite_BusinessAreas ;4Q19;0,0688
Por Setor - Metals & Mining;InputSite_BusinessAreas ;4Q19;0,0364
Por Setor - Water & Sewage;InputSite_BusinessAreas ;4Q19;0,0000
Por Setor - Infrastructure;InputSite_BusinessAreas ;4Q19;0,0716
Por Setor - Telecom;InputSite_BusinessAreas ;4Q19;0,0154
Por Setor - Government;InputSite_BusinessAreas ;4Q19;0,0065
Por Setor - Auto-Parts;InputSite_BusinessAreas ;4Q19;0,0118
Por Setor - Forest Products & Paper;InputSite_BusinessAreas ;4Q19;0,0000
Por Setor - Healthcare;InputSite_BusinessAreas ;4Q19;0,0000
Por Setor - Petrochemicals;InputSite_BusinessAreas ;4Q19;0,0024
Por Setor - Wealth Management;InputSite_BusinessAreas ;4Q19;0,1041
Por Setor - Outros;InputSite_BusinessAreas ;4Q19;0,1587
Por Setor - Total;InputSite_BusinessAreas ;4Q19;1,0000
Por Produto - Empréstimos;InputSite_BusinessAreas ;4Q19;31464,8503
Por Produto - Fundos;InputSite_BusinessAreas ;4Q19;1809,7286
Por Produto - Fianças;InputSite_BusinessAreas ;4Q19;16679,7859
Por Produto - Instrumentos financeiros;InputSite_BusinessAreas ;4Q19;4639,2602
Por Produto - Total;InputSite_BusinessAreas ;4Q19;54593,6249
Por Área - Corporate & SME Lending;InputSite_BusinessAreas ;4Q19;43793,9834
Por Área - Corporate Lending;InputSite_BusinessAreas ;4Q19;41581,9534
Por Área - SME Lending;InputSite_BusinessAreas ;4Q19;2212,0300
Por Área - Wealth Management;InputSite_BusinessAreas ;4Q19;2907,5112
Por Área - Liquidity Management;InputSite_BusinessAreas ;4Q19;5605,8095
Por Área - Merchant Banking;InputSite_BusinessAreas ;4Q19;141,5709
Por Área - Celfin;InputSite_BusinessAreas ;4Q19;0,0000
Por Área - Commodities;InputSite_BusinessAreas ;4Q19;0,0000
Por Área - Outros;InputSite_BusinessAreas ;4Q19;2144,7499
Por Área - Wealth Management e Outros;InputSite_BusinessAreas ;4Q19;10799,6415
Por Área - Total;InputSite_BusinessAreas ;4Q19;54593,6249
Por classificação de risco - AA;InputSite_BusinessAreas ;4Q19;28930,0074
Por classificação de risco - A;InputSite_BusinessAreas ;4Q19;11118,8496
Por classificação de risco - B;InputSite_BusinessAreas ;4Q19;6516,1685
Por classificação de risco - C;InputSite_BusinessAreas ;4Q19;4272,6627
Por classificação de risco - D;InputSite_BusinessAreas ;4Q19;1683,5327
Por classificação de risco - E;InputSite_BusinessAreas ;4Q19;457,4185
Por classificação de risco - F;InputSite_BusinessAreas ;4Q19;1009,3439
Por classificação de risco - G;InputSite_BusinessAreas ;4Q19;338,8039
Por classificação de risco - H;InputSite_BusinessAreas ;4Q19;266,8377
Por classificação de risco - Total;InputSite_BusinessAreas ;4Q19;54593,6249
Portfolio BSI por Produto - Due from customers;InputSite_BusinessAreas ;4Q19;0,0000
Portfolio BSI por Produto - Mortgage;InputSite_BusinessAreas ;4Q19;0,0000
Portfolio BSI por Produto - Fiança;InputSite_BusinessAreas ;4Q19;0,0000
Portfolio BSI por Produto - Total;InputSite_BusinessAreas ;4Q19;0,0000
Portfolio BSI por Produto - Provisão;InputSite_BusinessAreas ;4Q19;-1767,3092
Sales & Trading - Receitas;InputSite_BusinessAreas ;4Q19;677,8108
Asset Management - Receitas;InputSite_BusinessAreas ;4Q19;284,1431
AUM & AUA (R$ bilhões) - Renda fixa e ações;InputSite_BusinessAreas ;4Q19;85,4810
AUM & AUA (R$ bilhões) - Administração fiduciária;InputSite_BusinessAreas ;4Q19;134,6754
AUM & AUA (R$ bilhões) - Merchant banking e imobiliários;InputSite_BusinessAreas ;4Q19;47,0537
AUM & AUA (R$ bilhões) - Hedge funds globais;InputSite_BusinessAreas ;4Q19;5,7551
AUM & AUA (R$ bilhões) - Total;InputSite_BusinessAreas ;4Q19;272,9652
AUM & AUA (R$ bilhões) - Indivíduos de alto patrimônio;InputSite_BusinessAreas ;4Q19;80,0478
AUM & AUA (R$ bilhões) - Institucionais;InputSite_BusinessAreas ;4Q19;12,2463
AUM & AUA (R$ bilhões) - Intermediários financeiros (distribuição para terceiros);InputSite_BusinessAreas ;4Q19;12,2645
AUM & AUA (R$ bilhões) - Empresas;InputSite_BusinessAreas ;4Q19;7,0429
AUM & AUA (R$ bilhões) - Administração fiduciária;InputSite_BusinessAreas ;4Q19;83,8744
AUM & AUA (R$ bilhões) - Outros;InputSite_BusinessAreas ;4Q19;77,4893
AUM & AUA (R$ bilhões) - Total;InputSite_BusinessAreas ;4Q19;272,9652
AUM & AUA (R$ bilhões) - Net New Money (NNM);InputSite_BusinessAreas ;4Q19;10,7420
Wealth Management & Consumer Banking - Receitas (BTGP Only);InputSite_BusinessAreas ;4Q19;163,1356
Wealth Management & Consumer Banking - Receitas (BSI);InputSite_BusinessAreas ;4Q19;0,0000
Wealth Management & Consumer Banking - Receitas;InputSite_BusinessAreas ;4Q19;163,1356
Wealth Under Management (WuM) (R$ bilhões) - Fundos;InputSite_BusinessAreas ;4Q19;117,7144
Wealth Under Management (WuM) (R$ bilhões) - Ações;InputSite_BusinessAreas ;4Q19;29,4548
Wealth Under Management (WuM) (R$ bilhões) - Renda Fixa;InputSite_BusinessAreas ;4Q19;19,0282
Wealth Under Management (WuM) (R$ bilhões) - Money Market;InputSite_BusinessAreas ;4Q19;1,5304
Wealth Under Management (WuM) (R$ bilhões) - Derivativos;InputSite_BusinessAreas ;4Q19;0,2407
Wealth Under Management (WuM) (R$ bilhões) - Outros;InputSite_BusinessAreas ;4Q19;0,0000
Wealth Under Management (WuM) (R$ bilhões) - Total;InputSite_BusinessAreas ;4Q19;167,9685
Wealth Under Management (WuM) (R$ bilhões) - BTG Pactual;InputSite_BusinessAreas ;4Q19;167,9685
Wealth Under Management (WuM) (R$ bilhões) - BSI;InputSite_BusinessAreas ;4Q19;0,0000
Wealth Under Management (WuM) (R$ bilhões) - Total;InputSite_BusinessAreas ;4Q19;167,9685
Wealth Under Management (WuM) (R$ bilhões) - NNM BTG Pactual Stand-Alone;InputSite_BusinessAreas ;4Q19;4,7682
Wealth Under Management (WuM) (R$ bilhões) - NNM BSI Only;InputSite_BusinessAreas ;4Q19;0,0000
Principal Investments - Receitas;InputSite_BusinessAreas ;4Q19;573,5142
Participations* - Receitas;InputSite_BusinessAreas ;4Q19;92,8602
Interest & Others - Receitas;InputSite_BusinessAreas ;4Q19;159,3709
Investment Banking - Receitas;InputSite_BusinessAreas ;2019;948,7540
Número de transações - Financial advisory (M&A);InputSite_BusinessAreas ;2019;44,0000
Número de transações - Equity underwriting (ECM);InputSite_BusinessAreas ;2019;41,0000
Número de transações - Debt underwriting (DCM);InputSite_BusinessAreas ;2019;66,0000
Valor (US$ mm) - Financial advisory (M&A);InputSite_BusinessAreas ;2019;6241,9300
Valor (US$ mm) - Equity underwriting (ECM);InputSite_BusinessAreas ;2019;3212,8300
Valor (US$ mm) - Debt underwriting (DCM);InputSite_BusinessAreas ;2019;4643,5000
Corporate & SME Lending - Receitas;InputSite_BusinessAreas ;2019;813,7115
Por Área - Corporate Lending;InputSite_BusinessAreas ;2019;43793,9834
Por Setor - Utilities;InputSite_BusinessAreas ;2019;0,2070
Por Setor - WM, Payroll and Consumer;InputSite_BusinessAreas ;2019;0,0000
Por Setor - Financials;InputSite_BusinessAreas ;2019;0,0877
Por Setor - Agribusiness;InputSite_BusinessAreas ;2019;0,0566
Por Setor - Retail;InputSite_BusinessAreas ;2019;0,0381
Por Setor - Real Estate;InputSite_BusinessAreas ;2019;0,0578
Por Setor - Oil & Gas;InputSite_BusinessAreas ;2019;0,0771
Por Setor - Food & Beverage;InputSite_BusinessAreas ;2019;0,0688
Por Setor - Metals & Mining;InputSite_BusinessAreas ;2019;0,0364
Por Setor - Water & Sewage;InputSite_BusinessAreas ;2019;0,0000
Por Setor - Infrastructure;InputSite_BusinessAreas ;2019;0,0716
Por Setor - Telecom;InputSite_BusinessAreas ;2019;0,0154
Por Setor - Government;InputSite_BusinessAreas ;2019;0,0065
Por Setor - Auto-Parts;InputSite_BusinessAreas ;2019;0,0118
Por Setor - Forest Products & Paper;InputSite_BusinessAreas ;2019;0,0000
Por Setor - Healthcare;InputSite_BusinessAreas ;2019;0,0000
Por Setor - Petrochemicals;InputSite_BusinessAreas ;2019;0,0024
Por Setor - Wealth Management;InputSite_BusinessAreas ;2019;0,1041
Por Setor - Outros;InputSite_BusinessAreas ;2019;0,1587
Por Setor - Total;InputSite_BusinessAreas ;2019;1,0000
Por Produto - Empréstimos;InputSite_BusinessAreas ;2019;31464,8503
Por Produto - Fundos;InputSite_BusinessAreas ;2019;1809,7286
Por Produto - Fianças;InputSite_BusinessAreas ;2019;16679,7859
Por Produto - Instrumentos financeiros;InputSite_BusinessAreas ;2019;4639,2602
Por Produto - Total;InputSite_BusinessAreas ;2019;54593,6249
Por Área - Corporate & SME Lending;InputSite_BusinessAreas ;2019;43793,9834
Por Área - Corporate Lending;InputSite_BusinessAreas ;2019;41581,9534
Por Área - SME Lending;InputSite_BusinessAreas ;2019;2212,0300
Por Área - Wealth Management;InputSite_BusinessAreas ;2019;2907,5112
Por Área - Liquidity Management;InputSite_BusinessAreas ;2019;5605,8095
Por Área - Merchant Banking;InputSite_BusinessAreas ;2019;141,5709
Por Área - Celfin;InputSite_BusinessAreas ;2019;0,0000
Por Área - Commodities;InputSite_BusinessAreas ;2019;0,0000
Por Área - Outros;InputSite_BusinessAreas ;2019;2144,7499
Por Área - Wealth Management e Outros;InputSite_BusinessAreas ;2019;10799,6415
Por Área - Total;InputSite_BusinessAreas ;2019;54593,6249
Por classificação de risco - AA;InputSite_BusinessAreas ;2019;28930,0074
Por classificação de risco - A;InputSite_BusinessAreas ;2019;11118,8496
Por classificação de risco - B;InputSite_BusinessAreas ;2019;6516,1685
Por classificação de risco - C;InputSite_BusinessAreas ;2019;4272,6627
Por classificação de risco - D;InputSite_BusinessAreas ;2019;1683,5327
Por classificação de risco - E;InputSite_BusinessAreas ;2019;457,4185
Por classificação de risco - F;InputSite_BusinessAreas ;2019;1009,3439
Por classificação de risco - G;InputSite_BusinessAreas ;2019;338,8039
Por classificação de risco - H;InputSite_BusinessAreas ;2019;266,8377
Por classificação de risco - Total;InputSite_BusinessAreas ;2019;54593,6249
Portfolio BSI por Produto - Due from customers;InputSite_BusinessAreas ;2019;0,0000
Portfolio BSI por Produto - Mortgage;InputSite_BusinessAreas ;2019;0,0000
Portfolio BSI por Produto - Fiança;InputSite_BusinessAreas ;2019;0,0000
Portfolio BSI por Produto - Total;InputSite_BusinessAreas ;2019;0,0000
Portfolio BSI por Produto - Provisão;InputSite_BusinessAreas ;2019;-1767,3092
Sales & Trading - Receitas;InputSite_BusinessAreas ;2019;2801,0178
Asset Management - Receitas;InputSite_BusinessAreas ;2019;868,1462
AUM & AUA (R$ bilhões) - Renda fixa e ações;InputSite_BusinessAreas ;2019;85,4810
AUM & AUA (R$ bilhões) - Administração fiduciária;InputSite_BusinessAreas ;2019;134,6754
AUM & AUA (R$ bilhões) - Merchant banking e imobiliários;InputSite_BusinessAreas ;2019;47,0537
AUM & AUA (R$ bilhões) - Hedge funds globais;InputSite_BusinessAreas ;2019;5,7551
AUM & AUA (R$ bilhões) - Total;InputSite_BusinessAreas ;2019;272,9652
AUM & AUA (R$ bilhões) - Indivíduos de alto patrimônio;InputSite_BusinessAreas ;2019;80,0478
AUM & AUA (R$ bilhões) - Institucionais;InputSite_BusinessAreas ;2019;12,2463
AUM & AUA (R$ bilhões) - Intermediários financeiros (distribuição para terceiros);InputSite_BusinessAreas ;2019;12,2645
AUM & AUA (R$ bilhões) - Empresas;InputSite_BusinessAreas ;2019;7,0429
AUM & AUA (R$ bilhões) - Administração fiduciária;InputSite_BusinessAreas ;2019;83,8744
AUM & AUA (R$ bilhões) - Outros;InputSite_BusinessAreas ;2019;77,4893
AUM & AUA (R$ bilhões) - Total;InputSite_BusinessAreas ;2019;272,9652
AUM & AUA (R$ bilhões) - Net New Money (NNM);InputSite_BusinessAreas ;2019;36,5054
Wealth Management & Consumer Banking - Receitas (BTGP Only);InputSite_BusinessAreas ;2019;609,6788
Wealth Management & Consumer Banking - Receitas (BSI);InputSite_BusinessAreas ;2019;0,0000
Wealth Management & Consumer Banking - Receitas;InputSite_BusinessAreas ;2019;609,6785
Wealth Under Management (WuM) (R$ bilhões) - Fundos;InputSite_BusinessAreas ;2019;117,7144
Wealth Under Management (WuM) (R$ bilhões) - Ações;InputSite_BusinessAreas ;2019;29,4548
Wealth Under Management (WuM) (R$ bilhões) - Renda Fixa;InputSite_BusinessAreas ;2019;19,0282
Wealth Under Management (WuM) (R$ bilhões) - Money Market;InputSite_BusinessAreas ;2019;1,5304
Wealth Under Management (WuM) (R$ bilhões) - Derivativos;InputSite_BusinessAreas ;2019;0,2407
Wealth Under Management (WuM) (R$ bilhões) - Outros;InputSite_BusinessAreas ;2019;0,0000
Wealth Under Management (WuM) (R$ bilhões) - Total;InputSite_BusinessAreas ;2019;167,9685
Wealth Under Management (WuM) (R$ bilhões) - BTG Pactual;InputSite_BusinessAreas ;2019;167,9685
Wealth Under Management (WuM) (R$ bilhões) - BSI;InputSite_BusinessAreas ;2019;0,0000
Wealth Under Management (WuM) (R$ bilhões) - Total;InputSite_BusinessAreas ;2019;167,9685
Wealth Under Management (WuM) (R$ bilhões) - NNM BTG Pactual Stand-Alone;InputSite_BusinessAreas ;2019;24,5307
Wealth Under Management (WuM) (R$ bilhões) - NNM BSI Only;InputSite_BusinessAreas ;2019;0,0000
Principal Investments - Receitas;InputSite_BusinessAreas ;2019;1290,4490
Participations* - Receitas;InputSite_BusinessAreas ;2019;467,3228
Interest & Others - Receitas;InputSite_BusinessAreas ;2019;534,2749
Investment Banking - Receitas;InputSite_BusinessAreas ;1Q20;188,5677
Número de transações - Financial advisory (M&A);InputSite_BusinessAreas ;1Q20;5,0000
Número de transações - Equity underwriting (ECM);InputSite_BusinessAreas ;1Q20;5,0000
Número de transações - Debt underwriting (DCM);InputSite_BusinessAreas ;1Q20;14,0000
Valor (US$ mm) - Financial advisory (M&A);InputSite_BusinessAreas ;1Q20;132,9400
Valor (US$ mm) - Equity underwriting (ECM);InputSite_BusinessAreas ;1Q20;299,5700
Valor (US$ mm) - Debt underwriting (DCM);InputSite_BusinessAreas ;1Q20;987,0400
Corporate & SME Lending - Receitas;InputSite_BusinessAreas ;1Q20;266,6100
Por Área - Corporate Lending;InputSite_BusinessAreas ;1Q20;47725,1741
Por Setor - Utilities;InputSite_BusinessAreas ;1Q20;0,2145
Por Setor - WM, Payroll and Consumer;InputSite_BusinessAreas ;1Q20;0,0000
Por Setor - Financials;InputSite_BusinessAreas ;1Q20;0,1060
Por Setor - Agribusiness;InputSite_BusinessAreas ;1Q20;0,0506
Por Setor - Retail;InputSite_BusinessAreas ;1Q20;0,0601
Por Setor - Real Estate;InputSite_BusinessAreas ;1Q20;0,0568
Por Setor - Oil & Gas;InputSite_BusinessAreas ;1Q20;0,0860
Por Setor - Food & Beverage;InputSite_BusinessAreas ;1Q20;0,0600
Por Setor - Metals & Mining;InputSite_BusinessAreas ;1Q20;0,0348
Por Setor - Water & Sewage;InputSite_BusinessAreas ;1Q20;0,0000
Por Setor - Infrastructure;InputSite_BusinessAreas ;1Q20;0,0852
Por Setor - Telecom;InputSite_BusinessAreas ;1Q20;0,0135
Por Setor - Government;InputSite_BusinessAreas ;1Q20;0,0068
Por Setor - Auto-Parts;InputSite_BusinessAreas ;1Q20;0,0131
Por Setor - Forest Products & Paper;InputSite_BusinessAreas ;1Q20;0,0000
Por Setor - Healthcare;InputSite_BusinessAreas ;1Q20;0,0000
Por Setor - Petrochemicals;InputSite_BusinessAreas ;1Q20;0,0027
Por Setor - Wealth Management;InputSite_BusinessAreas ;1Q20;0,0769
Por Setor - Outros;InputSite_BusinessAreas ;1Q20;0,1330
Por Setor - Total;InputSite_BusinessAreas ;1Q20;1,0000
